Loading corpus at level h2 ...
  31 clusters, 1,986,659 documents (smallest 20448, largest 169315)

Running intrusion | level=h2 | model=deepseek-v4-flash | prompt=decisive | trials=1000 | seed=20250628

Trial    1 | true=2 pred=2 | OK
Trial  675 | true=5 pred=4 |  X
Trial  676 | true=4 pred=4 | OK [truncated]
Trial  677 | true=2 pred=2 | OK
Trial  678 | true=5 pred=5 | OK
Trial  679 | true=2 pred=2 | OK
Trial  680 | true=4 pred=3 |  X
Trial  681 | true=1 pred=1 | OK
Trial  682 | true=5 pred=5 | OK
Trial  683 | true=2 pred=2 | OK
Trial  684 | true=4 pred=4 | OK
Trial  685 | true=4 pred=4 | OK
Trial  686 | true=4 pred=4 | OK [truncated]
Trial  687 | true=3 pred=3 | OK
Trial  688 | true=4 pred=5 |  X [truncated]
Trial  689 | true=5 pred=5 | OK
Trial  690 | true=4 pred=4 | OK
Trial  691 | true=5 pred=5 | OK
Trial  692 | true=4 pred=1 |  X
Trial  693 | true=1 pred=1 | OK
Trial  694 | true=1 pred=1 | OK
Trial  695 | true=1 pred=4 |  X
Trial  696 | true=5 pred=5 | OK
Trial  697 | true=1 pred=1 | OK
Trial  698 | true=1 pred=4 |  X
Trial  699 | true=5 pred=3 |  X
Trial  700 | true=2 pred=2 | OK
Trial  701 | true=1 pred=1 | OK
Trial  702 | true=4 pred=4 | OK
Trial  703 | true=4 pred=3 |  X
Trial  704 | true=2 pred=4 |  X
Trial  705 | true=2 pred=2 | OK [truncated]
Trial  706 | true=3 pred=3 | OK
Trial  707 | true=1 pred=1 | OK
Trial  708 | true=1 pred=1 | OK
Trial  709 | true=5 pred=5 | OK
Trial  710 | true=1 pred=2 |  X
Trial  711 | true=2 pred=4 |  X
Trial  712 | true=2 pred=2 | OK
Trial  713 | true=4 pred=4 | OK
Trial  714 | true=3 pred=3 | OK
Trial  715 | true=1 pred=1 | OK
Trial  716 | true=3 pred=1 |  X
Trial  717 | true=4 pred=4 | OK
Trial  718 | true=4 pred=4 | OK
Trial  719 | true=4 pred=3 |  X
Trial  720 | true=2 pred=2 | OK
Trial  721 | true=5 pred=3 |  X
Trial  722 | true=1 pred=1 | OK
Trial  723 | true=4 pred=4 | OK
Trial  724 | true=3 pred=3 | OK
Trial  725 | true=5 pred=5 | OK
Trial  726 | true=4 pred=5 |  X [truncated]
Trial  727 | true=1 pred=1 | OK
Trial  728 | true=2 pred=2 | OK
Trial  729 | true=2 pred=3 |  X
Trial  730 | true=2 pred=2 | OK
Trial  731 | true=3 pred=5 |  X
Trial  732 | true=2 pred=4 |  X
Trial  733 | true=5 pred=2 |  X
Trial  734 | true=5 pred=5 | OK
Trial  735 | true=3 pred=3 | OK
Trial  736 | true=5 pred=5 | OK
Trial  737 | true=1 pred=1 | OK
Trial  738 | true=4 pred=4 | OK
Trial  739 | true=5 pred=2 |  X
Trial  740 | true=4 pred=3 |  X
Trial  741 | true=5 pred=5 | OK
Trial  742 | true=4 pred=4 | OK
Trial  743 | true=3 pred=3 | OK
Trial  744 | true=5 pred=5 | OK
Trial  745 | true=5 pred=5 | OK
Trial  746 | true=1 pred=1 | OK
Trial  747 | true=2 pred=1 |  X
Trial  748 | true=1 pred=4 |  X
Trial  749 | true=1 pred=3 |  X
Trial  750 | true=2 pred=2 | OK [truncated]
Trial  751 | true=5 pred=5 | OK
Trial  752 | true=5 pred=5 | OK
Trial  753 | true=4 pred=4 | OK
Trial  754 | true=2 pred=2 | OK
Trial  755 | true=4 pred=4 | OK
Trial  756 | true=1 pred=2 |  X
Trial  757 | true=2 pred=5 |  X [truncated]
Trial  758 | true=1 pred=5 |  X [truncated]
Trial  759 | true=4 pred=4 | OK
Trial  760 | true=3 pred=3 | OK
Trial  761 | true=4 pred=4 | OK
Trial  762 | true=5 pred=5 | OK
Trial  763 | true=2 pred=5 |  X
Trial  764 | true=2 pred=4 |  X
Trial  765 | true=2 pred=2 | OK
Trial  766 | true=4 pred=4 | OK
Trial  767 | true=3 pred=3 | OK
Trial  768 | true=5 pred=5 | OK [truncated]
Trial  769 | true=4 pred=4 | OK
Trial  770 | true=2 pred=2 | OK
Trial  771 | true=1 pred=3 |  X
Trial  772 | true=3 pred=4 |  X
Trial  773 | true=1 pred=2 |  X
Trial  774 | true=4 pred=3 |  X
Trial  775 | true=1 pred=1 | OK
Trial  776 | true=5 pred=5 | OK
Trial  777 | true=4 pred=4 | OK
Trial  778 | true=3 pred=3 | OK
Trial  779 | true=3 pred=3 | OK
Trial  780 | true=3 pred=5 |  X
Trial  781 | true=1 pred=1 | OK
Trial  782 | true=5 pred=5 | OK
Trial  783 | true=5 pred=5 | OK
Trial  784 | true=2 pred=2 | OK
Trial  785 | true=1 pred=2 |  X
Trial  786 | true=4 pred=3 |  X
Trial  787 | true=4 pred=1 |  X
Trial  788 | true=3 pred=5 |  X
Trial  789 | true=3 pred=3 | OK
Trial  790 | true=5 pred=2 |  X
Trial  791 | true=2 pred=2 | OK
Trial  792 | true=5 pred=5 | OK
Trial  793 | true=1 pred=2 |  X
Trial  794 | true=3 pred=3 | OK
Trial  795 | true=5 pred=5 | OK [truncated]
Trial  796 | true=4 pred=5 |  X
Trial  797 | true=3 pred=3 | OK
Trial  798 | true=2 pred=2 | OK
Trial  799 | true=1 pred=5 |  X
Trial  800 | true=3 pred=3 | OK
Trial  801 | true=2 pred=2 | OK
Trial  802 | true=3 pred=4 |  X
Trial  803 | true=3 pred=3 | OK
Trial  804 | true=1 pred=1 | OK
Trial  805 | true=1 pred=1 | OK
Trial  806 | true=5 pred=1 |  X
Trial  807 | true=3 pred=3 | OK
Trial  808 | true=3 pred=3 | OK
Trial  809 | true=5 pred=5 | OK
Trial  810 | true=1 pred=1 | OK
Trial  811 | true=4 pred=4 | OK
Trial  812 | true=3 pred=3 | OK [truncated]
Trial  813 | true=1 pred=1 | OK
Trial  814 | true=2 pred=5 |  X
Trial  815 | true=4 pred=4 | OK
Trial  816 | true=2 pred=2 | OK
Trial  817 | true=5 pred=2 |  X
Trial  818 | true=1 pred=1 | OK
Trial  819 | true=4 pred=4 | OK
Trial  820 | true=2 pred=1 |  X
Trial  821 | true=3 pred=2 |  X
Trial  822 | true=3 pred=3 | OK
Trial  823 | true=1 pred=5 |  X
Trial  824 | true=1 pred=2 |  X
Trial  825 | true=4 pred=4 | OK
Trial  826 | true=5 pred=5 | OK
Trial  827 | true=4 pred=5 |  X
Trial  828 | true=4 pred=2 |  X
Trial  829 | true=1 pred=4 |  X
Trial  830 | true=2 pred=2 | OK
Trial  831 | true=5 pred=2 |  X
Trial  832 | true=3 pred=2 |  X
Trial  833 | true=5 pred=3 |  X
Trial  834 | true=2 pred=2 | OK
Trial  835 | true=1 pred=5 |  X
Trial  836 | true=3 pred=3 | OK
Trial  837 | true=1 pred=1 | OK
Trial  838 | true=1 pred=1 | OK
Trial  839 | true=5 pred=5 | OK
Trial  840 | true=2 pred=3 |  X
Trial  841 | true=2 pred=2 | OK
Trial  842 | true=2 pred=2 | OK [truncated]
Trial  843 | true=2 pred=2 | OK
Trial  844 | true=1 pred=2 |  X
Trial  845 | true=2 pred=5 |  X [truncated]
Trial  846 | true=1 pred=4 |  X
Trial  847 | true=2 pred=3 |  X
Trial  848 | true=3 pred=5 |  X
Trial  849 | true=3 pred=3 | OK
Trial  850 | true=5 pred=5 | OK
Trial  851 | true=2 pred=5 |  X [truncated]
Trial  852 | true=2 pred=2 | OK
Trial  853 | true=2 pred=2 | OK
Trial  854 | true=5 pred=5 | OK
Trial  855 | true=4 pred=5 |  X [reasoning] [truncated]
Trial  856 | true=5 pred=3 |  X
Trial  857 | true=3 pred=3 | OK
Trial  858 | true=3 pred=3 | OK
Trial  859 | true=3 pred=3 | OK
Trial  860 | true=1 pred=1 | OK
Trial  861 | true=1 pred=1 | OK
Trial  862 | true=1 pred=2 |  X
Trial  863 | true=4 pred=4 | OK
Trial  864 | true=4 pred=4 | OK
Trial  865 | true=1 pred=1 | OK [truncated]
Trial  866 | true=5 pred=5 | OK
Trial  867 | true=1 pred=1 | OK
Trial  868 | true=1 pred=1 | OK
Trial  869 | true=2 pred=2 | OK
Trial  870 | true=5 pred=5 | OK
Trial  871 | true=3 pred=3 | OK
Trial  872 | true=2 pred=3 |  X
Trial  873 | true=1 pred=5 |  X
Trial  874 | true=5 pred=5 | OK
Trial  875 | true=1 pred=1 | OK
Trial  876 | true=2 pred=2 | OK
Trial  877 | true=4 pred=2 |  X
Trial  878 | true=1 pred=1 | OK [truncated]
Trial  879 | true=3 pred=3 | OK
Trial  880 | true=4 pred=4 | OK
Trial  881 | true=3 pred=3 | OK
Trial  882 | true=1 pred=1 | OK
Trial  883 | true=3 pred=3 | OK
Trial  884 | true=5 pred=3 |  X
Trial  885 | true=2 pred=2 | OK
Trial  886 | true=4 pred=4 | OK
Trial  887 | true=2 pred=2 | OK
Trial  888 | true=5 pred=5 | OK [reasoning] [truncated]
Trial  889 | true=4 pred=3 |  X
Trial  890 | true=5 pred=5 | OK
Trial  891 | true=5 pred=5 | OK
Trial  892 | true=2 pred=2 | OK
Trial  893 | true=4 pred=2 |  X
Trial  894 | true=3 pred=3 | OK
Trial  895 | true=3 pred=5 |  X
Trial  896 | true=1 pred=1 | OK
Trial  897 | true=5 pred=4 |  X
Trial  898 | true=5 pred=5 | OK [truncated]
Trial  899 | true=1 pred=1 | OK
Trial  900 | true=1 pred=3 |  X [truncated]
Trial  901 | true=4 pred=4 | OK
Trial  902 | true=3 pred=3 | OK
Trial  903 | true=5 pred=5 | OK
Trial  904 | true=1 pred=4 |  X
Trial  905 | true=2 pred=2 | OK
Trial  906 | true=5 pred=4 |  X
Trial  907 | true=2 pred=2 | OK
Trial  908 | true=3 pred=3 | OK
Trial  909 | true=5 pred=5 | OK
Trial  910 | true=5 pred=5 | OK
Trial  911 | true=5 pred=5 | OK
Trial  912 | true=5 pred=1 |  X [truncated]
Trial  913 | true=3 pred=3 | OK
Trial  914 | true=2 pred=3 |  X
Trial  915 | true=1 pred=4 |  X [truncated]
Trial  916 | true=5 pred=1 |  X
Trial  917 | true=1 pred=4 |  X [truncated]
Trial  918 | true=3 pred=3 | OK
Trial  919 | true=3 pred=5 |  X
Trial  920 | true=1 pred=3 |  X
Trial  921 | true=3 pred=1 |  X [reasoning] [truncated]
Trial  922 | true=2 pred=2 | OK
Trial  923 | true=4 pred=4 | OK
Trial  924 | true=1 pred=3 |  X
Trial  925 | true=2 pred=5 |  X [truncated]
Trial  926 | true=1 pred=1 | OK
Trial  927 | true=3 pred=3 | OK
Trial  928 | true=4 pred=4 | OK
Trial  929 | true=4 pred=4 | OK
Trial  930 | true=4 pred=4 | OK
Trial  931 | true=3 pred=5 |  X
Trial  932 | true=3 pred=3 | OK
Trial  933 | true=1 pred=1 | OK
Trial  934 | true=2 pred=2 | OK
Trial  935 | true=4 pred=4 | OK
Trial  936 | true=3 pred=3 | OK
Trial  937 | true=2 pred=2 | OK
Trial  938 | true=2 pred=2 | OK
Trial  939 | true=2 pred=1 |  X
Trial  940 | true=4 pred=2 |  X
Trial  941 | true=3 pred=3 | OK
Trial  942 | true=2 pred=4 |  X
Trial  943 | true=4 pred=5 |  X
Trial  944 | true=1 pred=5 |  X
Trial  945 | true=5 pred=5 | OK
Trial  946 | true=2 pred=4 |  X
Trial  947 | true=2 pred=1 |  X [truncated]
Trial  948 | true=2 pred=5 |  X
Trial  949 | true=4 pred=4 | OK
Trial  950 | true=3 pred=3 | OK
Trial  951 | true=4 pred=5 |  X
Trial  952 | true=4 pred=1 |  X
Trial  953 | true=1 pred=1 | OK
Trial  954 | true=4 pred=4 | OK
Trial  955 | true=4 pred=5 |  X
Trial  956 | true=2 pred=2 | OK
Trial  957 | true=1 pred=5 |  X [truncated]
Trial  958 | true=3 pred=5 |  X
Trial  959 | true=5 pred=5 | OK
Trial  960 | true=2 pred=2 | OK
Trial  961 | true=3 pred=3 | OK
Trial  962 | true=2 pred=2 | OK
Trial  963 | true=4 pred=4 | OK
Trial  964 | true=4 pred=4 | OK
Trial  965 | true=1 pred=1 | OK
Trial  966 | true=2 pred=2 | OK
Trial  967 | true=3 pred=3 | OK
Trial  968 | true=5 pred=5 | OK
Trial  969 | true=3 pred=3 | OK
Trial  970 | true=2 pred=2 | OK
Trial  971 | true=1 pred=1 | OK
Trial  972 | true=1 pred=1 | OK
Trial  973 | true=1 pred=1 | OK
Trial  974 | true=3 pred=3 | OK
Trial  975 | true=3 pred=3 | OK
Trial  976 | true=5 pred=3 |  X
Trial  977 | true=3 pred=3 | OK
Trial  978 | true=5 pred=5 | OK
Trial  979 | true=5 pred=5 | OK
Trial  980 | true=2 pred=2 | OK
Trial  981 | true=4 pred=4 | OK
Trial  982 | true=1 pred=1 | OK
Trial  983 | true=3 pred=2 |  X
Trial  984 | true=3 pred=3 | OK
Trial  985 | true=4 pred=4 | OK [truncated]
Trial  986 | true=2 pred=3 |  X
Trial  987 | true=4 pred=4 | OK
Trial  988 | true=1 pred=1 | OK
Trial  989 | true=1 pred=3 |  X
Trial  990 | true=1 pred=1 | OK [reasoning] [truncated]
Trial  991 | true=2 pred=2 | OK
Trial  992 | true=5 pred=5 | OK
Trial  993 | true=2 pred=2 | OK
Trial  994 | true=3 pred=3 | OK
Trial  995 | true=3 pred=5 |  X [truncated]
Trial  996 | true=1 pred=1 | OK
Trial  997 | true=2 pred=2 | OK
Trial  998 | true=4 pred=4 | OK
Trial  999 | true=2 pred=2 | OK
Trial 1000 | true=1 pred=4 |  X

============================================================
            trials_requested: 1000
            trials_completed: 1000
               trials_failed: 0
                     correct: 647
            accuracy_percent: 64.7
     random_baseline_percent: 20.0
    recovered_from_reasoning: 11
       non_explicit_verdicts: 0
         truncated_responses: 81
         forced_choice_calls: 70
              forced_guesses: 0
          unparsed_responses: 0
      extraction_rule_counts: {'final_verdict': 930, 'forced_choice': 70}
              total_cost_usd: 0.891876
============================================================

Reports written:
   json  C:\Users\Administrator\Documents\coding_projects\qss_publication\results\intrusion\intrusion_h2_n1000_decisive.json
  jsonl  C:\Users\Administrator\Documents\coding_projects\qss_publication\results\intrusion\intrusion_h2_n1000_decisive.jsonl
    txt  C:\Users\Administrator\Documents\coding_projects\qss_publication\results\intrusion\intrusion_h2_n1000_decisive.txt
