Loading corpus at level h3 ...
  106 clusters, 1,986,659 documents (smallest 3412, largest 49613)

Running intrusion | level=h3 | model=deepseek-v4-flash | prompt=decisive | trials=1000 | seed=20250628

Trial    1 | true=1 pred=1 | OK
Trial  683 | true=1 pred=5 |  X [truncated]
Trial  684 | true=1 pred=5 |  X
Trial  685 | true=3 pred=3 | OK
Trial  686 | true=3 pred=3 | OK
Trial  687 | true=2 pred=2 | OK
Trial  688 | true=5 pred=5 | OK
Trial  689 | true=4 pred=4 | OK
Trial  690 | true=1 pred=1 | OK
Trial  691 | true=3 pred=3 | OK
Trial  692 | true=5 pred=3 |  X
Trial  693 | true=2 pred=2 | OK
Trial  694 | true=1 pred=1 | OK
Trial  695 | true=5 pred=5 | OK
Trial  696 | true=2 pred=2 | OK
Trial  697 | true=3 pred=3 | OK
Trial  698 | true=2 pred=4 |  X [truncated]
Trial  699 | true=3 pred=3 | OK
Trial  700 | true=3 pred=3 | OK
Trial  701 | true=4 pred=4 | OK
Trial  702 | true=4 pred=4 | OK
Trial  703 | true=3 pred=4 |  X
Trial  704 | true=1 pred=1 | OK
Trial  705 | true=3 pred=5 |  X
Trial  706 | true=5 pred=4 |  X
Trial  707 | true=4 pred=2 |  X
Trial  708 | true=3 pred=3 | OK
Trial  709 | true=5 pred=5 | OK
Trial  710 | true=4 pred=4 | OK
Trial  711 | true=2 pred=2 | OK
Trial  712 | true=5 pred=5 | OK
Trial  713 | true=5 pred=5 | OK
Trial  714 | true=4 pred=3 |  X
Trial  715 | true=3 pred=2 |  X
Trial  716 | true=3 pred=5 |  X [truncated]
Trial  717 | true=5 pred=5 | OK
Trial  718 | true=2 pred=2 | OK
Trial  719 | true=5 pred=5 | OK
Trial  720 | true=1 pred=1 | OK
Trial  721 | true=2 pred=1 |  X
Trial  722 | true=4 pred=4 | OK
Trial  723 | true=4 pred=4 | OK
Trial  724 | true=3 pred=2 |  X
Trial  725 | true=3 pred=3 | OK [reasoning] [truncated]
Trial  726 | true=3 pred=2 |  X
Trial  727 | true=1 pred=1 | OK
Trial  728 | true=1 pred=1 | OK
Trial  729 | true=5 pred=5 | OK
Trial  730 | true=2 pred=2 | OK
Trial  731 | true=4 pred=4 | OK
Trial  732 | true=1 pred=1 | OK
Trial  733 | true=5 pred=5 | OK
Trial  734 | true=5 pred=5 | OK
Trial  735 | true=4 pred=4 | OK
Trial  736 | true=1 pred=1 | OK
Trial  737 | true=3 pred=3 | OK
Trial  738 | true=5 pred=1 |  X
Trial  739 | true=1 pred=1 | OK
Trial  740 | true=4 pred=4 | OK
Trial  741 | true=3 pred=3 | OK
Trial  742 | true=5 pred=5 | OK
Trial  743 | true=3 pred=3 | OK
Trial  744 | true=2 pred=2 | OK
Trial  745 | true=2 pred=2 | OK
Trial  746 | true=2 pred=2 | OK
Trial  747 | true=2 pred=2 | OK
Trial  748 | true=1 pred=1 | OK
Trial  749 | true=3 pred=3 | OK
Trial  750 | true=1 pred=1 | OK
Trial  751 | true=2 pred=5 |  X
Trial  752 | true=5 pred=5 | OK
Trial  753 | true=4 pred=4 | OK
Trial  754 | true=2 pred=2 | OK
Trial  755 | true=4 pred=4 | OK
Trial  756 | true=3 pred=3 | OK
Trial  757 | true=4 pred=4 | OK
Trial  758 | true=3 pred=3 | OK
Trial  759 | true=3 pred=3 | OK
Trial  760 | true=2 pred=2 | OK
Trial  761 | true=4 pred=2 |  X
Trial  762 | true=2 pred=2 | OK
Trial  763 | true=3 pred=3 | OK
Trial  764 | true=4 pred=3 |  X
Trial  765 | true=2 pred=5 |  X [truncated]
Trial  766 | true=2 pred=2 | OK
Trial  767 | true=3 pred=3 | OK
Trial  768 | true=3 pred=3 | OK
Trial  769 | true=4 pred=3 |  X [truncated]
Trial  770 | true=2 pred=2 | OK
Trial  771 | true=5 pred=5 | OK
Trial  772 | true=1 pred=1 | OK
Trial  773 | true=3 pred=3 | OK
Trial  774 | true=1 pred=1 | OK
Trial  775 | true=2 pred=4 |  X
Trial  776 | true=4 pred=4 | OK
Trial  777 | true=1 pred=1 | OK
Trial  778 | true=5 pred=5 | OK
Trial  779 | true=1 pred=1 | OK
Trial  780 | true=4 pred=4 | OK
Trial  781 | true=5 pred=5 | OK
Trial  782 | true=2 pred=2 | OK
Trial  783 | true=4 pred=4 | OK
Trial  784 | true=3 pred=3 | OK
Trial  785 | true=2 pred=2 | OK
Trial  786 | true=5 pred=5 | OK
Trial  787 | true=5 pred=4 |  X
Trial  788 | true=5 pred=5 | OK
Trial  789 | true=1 pred=1 | OK
Trial  790 | true=2 pred=2 | OK
Trial  791 | true=3 pred=3 | OK
Trial  792 | true=3 pred=3 | OK
Trial  793 | true=5 pred=5 | OK [truncated]
Trial  794 | true=2 pred=2 | OK
Trial  795 | true=4 pred=4 | OK
Trial  796 | true=5 pred=5 | OK
Trial  797 | true=4 pred=4 | OK
Trial  798 | true=3 pred=3 | OK
Trial  799 | true=3 pred=3 | OK
Trial  800 | true=3 pred=3 | OK
Trial  801 | true=1 pred=1 | OK
Trial  802 | true=4 pred=4 | OK
Trial  803 | true=1 pred=1 | OK
Trial  804 | true=4 pred=3 |  X
Trial  805 | true=5 pred=5 | OK
Trial  806 | true=1 pred=1 | OK
Trial  807 | true=1 pred=4 |  X
Trial  808 | true=2 pred=2 | OK
Trial  809 | true=2 pred=2 | OK [reasoning] [truncated]
Trial  810 | true=5 pred=5 | OK
Trial  811 | true=2 pred=2 | OK
Trial  812 | true=5 pred=1 |  X
Trial  813 | true=1 pred=1 | OK
Trial  814 | true=2 pred=2 | OK
Trial  815 | true=1 pred=1 | OK
Trial  816 | true=2 pred=2 | OK
Trial  817 | true=2 pred=2 | OK
Trial  818 | true=1 pred=1 | OK
Trial  819 | true=1 pred=4 |  X
Trial  820 | true=2 pred=2 | OK
Trial  821 | true=3 pred=3 | OK
Trial  822 | true=2 pred=2 | OK
Trial  823 | true=2 pred=2 | OK
Trial  824 | true=2 pred=3 |  X [truncated]
Trial  825 | true=2 pred=2 | OK
Trial  826 | true=4 pred=4 | OK
Trial  827 | true=3 pred=1 |  X
Trial  828 | true=3 pred=3 | OK
Trial  829 | true=2 pred=3 |  X [reasoning] [truncated]
Trial  830 | true=2 pred=2 | OK
Trial  831 | true=1 pred=1 | OK [truncated]
Trial  832 | true=2 pred=2 | OK
Trial  833 | true=3 pred=3 | OK
Trial  834 | true=2 pred=2 | OK
Trial  835 | true=2 pred=5 |  X
Trial  836 | true=1 pred=4 |  X [reasoning] [truncated]
Trial  837 | true=3 pred=3 | OK
Trial  838 | true=4 pred=2 |  X
Trial  839 | true=2 pred=2 | OK
Trial  840 | true=2 pred=2 | OK
Trial  841 | true=5 pred=1 |  X
Trial  842 | true=1 pred=1 | OK
Trial  843 | true=4 pred=4 | OK
Trial  844 | true=1 pred=1 | OK
Trial  845 | true=1 pred=3 |  X
Trial  846 | true=2 pred=2 | OK
Trial  847 | true=5 pred=5 | OK
Trial  848 | true=5 pred=5 | OK
Trial  849 | true=1 pred=1 | OK
Trial  850 | true=1 pred=1 | OK
Trial  851 | true=3 pred=3 | OK
Trial  852 | true=2 pred=4 |  X
Trial  853 | true=2 pred=3 |  X
Trial  854 | true=2 pred=2 | OK
Trial  855 | true=1 pred=5 |  X [truncated]
Trial  856 | true=3 pred=5 |  X
Trial  857 | true=3 pred=3 | OK
Trial  858 | true=5 pred=5 | OK
Trial  859 | true=1 pred=1 | OK
Trial  860 | true=2 pred=2 | OK
Trial  861 | true=1 pred=1 | OK
Trial  862 | true=4 pred=3 |  X
Trial  863 | true=5 pred=2 |  X
Trial  864 | true=2 pred=2 | OK
Trial  865 | true=5 pred=5 | OK
Trial  866 | true=1 pred=1 | OK
Trial  867 | true=1 pred=1 | OK
Trial  868 | true=4 pred=1 |  X
Trial  869 | true=3 pred=3 | OK
Trial  870 | true=3 pred=3 | OK
Trial  871 | true=2 pred=2 | OK
Trial  872 | true=5 pred=5 | OK
Trial  873 | true=2 pred=4 |  X
Trial  874 | true=5 pred=5 | OK
Trial  875 | true=5 pred=1 |  X
Trial  876 | true=1 pred=1 | OK
Trial  877 | true=4 pred=4 | OK
Trial  878 | true=2 pred=2 | OK
Trial  879 | true=2 pred=2 | OK
Trial  880 | true=2 pred=3 |  X
Trial  881 | true=1 pred=1 | OK
Trial  882 | true=1 pred=1 | OK
Trial  883 | true=5 pred=5 | OK
Trial  884 | true=4 pred=4 | OK
Trial  885 | true=3 pred=3 | OK
Trial  886 | true=3 pred=3 | OK
Trial  887 | true=5 pred=5 | OK
Trial  888 | true=3 pred=3 | OK
Trial  889 | true=5 pred=5 | OK
Trial  890 | true=1 pred=1 | OK
Trial  891 | true=4 pred=4 | OK
Trial  892 | true=3 pred=3 | OK
Trial  893 | true=5 pred=4 |  X
Trial  894 | true=1 pred=1 | OK
Trial  895 | true=4 pred=4 | OK
Trial  896 | true=1 pred=1 | OK
Trial  897 | true=2 pred=2 | OK
Trial  898 | true=2 pred=2 | OK
Trial  899 | true=4 pred=4 | OK
Trial  900 | true=4 pred=4 | OK
Trial  901 | true=3 pred=3 | OK
Trial  902 | true=3 pred=3 | OK
Trial  903 | true=4 pred=4 | OK
Trial  904 | true=3 pred=3 | OK
Trial  905 | true=3 pred=3 | OK
Trial  906 | true=3 pred=4 |  X
Trial  907 | true=3 pred=3 | OK
Trial  908 | true=4 pred=4 | OK
Trial  909 | true=4 pred=4 | OK
Trial  910 | true=2 pred=2 | OK
Trial  911 | true=4 pred=4 | OK
Trial  912 | true=2 pred=2 | OK
Trial  913 | true=2 pred=2 | OK
Trial  914 | true=4 pred=4 | OK
Trial  915 | true=5 pred=5 | OK [truncated]
Trial  916 | true=2 pred=2 | OK
Trial  917 | true=2 pred=2 | OK
Trial  918 | true=3 pred=4 |  X
Trial  919 | true=1 pred=5 |  X [truncated]
Trial  920 | true=2 pred=2 | OK
Trial  921 | true=2 pred=2 | OK
Trial  922 | true=2 pred=2 | OK
Trial  923 | true=2 pred=3 |  X
Trial  924 | true=2 pred=2 | OK
Trial  925 | true=3 pred=3 | OK
Trial  926 | true=4 pred=4 | OK
Trial  927 | true=4 pred=3 |  X
Trial  928 | true=1 pred=1 | OK
Trial  929 | true=3 pred=3 | OK
Trial  930 | true=1 pred=1 | OK
Trial  931 | true=3 pred=3 | OK
Trial  932 | true=5 pred=5 | OK
Trial  933 | true=1 pred=1 | OK
Trial  934 | true=4 pred=4 | OK
Trial  935 | true=2 pred=5 |  X
Trial  936 | true=1 pred=1 | OK
Trial  937 | true=2 pred=2 | OK
Trial  938 | true=3 pred=3 | OK
Trial  939 | true=3 pred=3 | OK
Trial  940 | true=2 pred=2 | OK
Trial  941 | true=5 pred=5 | OK
Trial  942 | true=5 pred=2 |  X
Trial  943 | true=4 pred=3 |  X
Trial  944 | true=3 pred=3 | OK
Trial  945 | true=2 pred=2 | OK
Trial  946 | true=1 pred=1 | OK
Trial  947 | true=1 pred=1 | OK
Trial  948 | true=5 pred=4 |  X
Trial  949 | true=2 pred=2 | OK
Trial  950 | true=4 pred=4 | OK
Trial  951 | true=4 pred=1 |  X
Trial  952 | true=5 pred=5 | OK
Trial  953 | true=4 pred=4 | OK
Trial  954 | true=4 pred=2 |  X
Trial  955 | true=2 pred=2 | OK
Trial  956 | true=1 pred=4 |  X [truncated]
Trial  957 | true=5 pred=5 | OK
Trial  958 | true=5 pred=5 | OK
Trial  959 | true=5 pred=3 |  X
Trial  960 | true=2 pred=2 | OK
Trial  961 | true=4 pred=4 | OK
Trial  962 | true=1 pred=2 |  X
Trial  963 | true=2 pred=5 |  X
Trial  964 | true=1 pred=1 | OK
Trial  965 | true=1 pred=4 |  X
Trial  966 | true=3 pred=2 |  X
Trial  967 | true=2 pred=2 | OK
Trial  968 | true=5 pred=5 | OK
Trial  969 | true=2 pred=2 | OK
Trial  970 | true=2 pred=2 | OK
Trial  971 | true=3 pred=3 | OK
Trial  972 | true=5 pred=5 | OK
Trial  973 | true=4 pred=4 | OK [truncated]
Trial  974 | true=3 pred=3 | OK
Trial  975 | true=2 pred=2 | OK
Trial  976 | true=1 pred=1 | OK
Trial  977 | true=2 pred=2 | OK
Trial  978 | true=5 pred=5 | OK
Trial  979 | true=1 pred=5 |  X
Trial  980 | true=1 pred=1 | OK
Trial  981 | true=1 pred=1 | OK
Trial  982 | true=1 pred=1 | OK
Trial  983 | true=2 pred=2 | OK
Trial  984 | true=4 pred=2 |  X
Trial  985 | true=4 pred=4 | OK
Trial  986 | true=4 pred=5 |  X [truncated]
Trial  987 | true=5 pred=5 | OK
Trial  988 | true=3 pred=3 | OK
Trial  989 | true=5 pred=5 | OK
Trial  990 | true=2 pred=2 | OK
Trial  991 | true=3 pred=3 | OK
Trial  992 | true=4 pred=4 | OK
Trial  993 | true=3 pred=3 | OK
Trial  994 | true=2 pred=2 | OK
Trial  995 | true=3 pred=1 |  X
Trial  996 | true=5 pred=5 | OK
Trial  997 | true=4 pred=4 | OK
Trial  998 | true=5 pred=5 | OK
Trial  999 | true=5 pred=5 | OK
Trial 1000 | true=1 pred=4 |  X

============================================================
            trials_requested: 1000
            trials_completed: 1000
               trials_failed: 0
                     correct: 778
            accuracy_percent: 77.8
     random_baseline_percent: 20.0
    recovered_from_reasoning: 7
       non_explicit_verdicts: 1
         truncated_responses: 45
         forced_choice_calls: 37
              forced_guesses: 0
          unparsed_responses: 0
      extraction_rule_counts: {'final_verdict': 961, 'forced_choice': 37, 'answer': 1, 'bare_line': 1}
              total_cost_usd: 0.724508
============================================================

Reports written:
   json  C:\Users\Administrator\Documents\coding_projects\qss_publication\results\intrusion\intrusion_h3_n1000_decisive.json
  jsonl  C:\Users\Administrator\Documents\coding_projects\qss_publication\results\intrusion\intrusion_h3_n1000_decisive.jsonl
    txt  C:\Users\Administrator\Documents\coding_projects\qss_publication\results\intrusion\intrusion_h3_n1000_decisive.txt
